source,hypothesis,references,cond,lemmatized,idioms_in_sents,freq
"Chéri, je croyais que tu en avais rien à faire de cet arbre.
","Honey, I thought you didn't care about that tree.
","[""Honey, I thought you didn't care about the tree.\n""]",1,"chéri , il croire que il en avoir rien à faire de ce arbre .",['en avoir rien à faire'],602
"Mais je n'en ai rien à faire [br]de ces détails!
","But I don't care about the details!
",['Those are careless details!\n'],1,mais il ne en avoir rien à faire [ br ] de ce détail !,['en avoir rien à faire'],602
"Viens boire un coup ce soir.
","Come and have a drink tonight.
","[""Aren't you coming with us?\n""]",1,venir boire un coup ce soir .,['boire un coup'],561
"- On devrait être en train de boire un coup.
","- We should be drinking.
","['- Yeah, we should be at the bar by now.\n']",1,- on devoir être en train de boire un coup .,"['boire un coup', 'être en train de']",561
"Deux courtiers sont venus boire un coup.
","Two stockbrokers came in for a drink.
",['A couple of brokers stopped in for spritzers one night.\n'],1,deux courtier être venir boire un coup .,['boire un coup'],561
"Millie ne sera pas choquée de voir quelqu'un boire un coup.
","Millie won't be shocked to see someone drinking.
","[""Millie won't be shocked to see somebody take a drink.\n""]",1,Millie ne être pas choquer de voir quelqu'un boire un coup .,['boire un coup'],561
"Même si ça me coûte les yeux de la tête, pour payer ses études, je remercie Dieu de pouvoir encore boire un coup.
","Even if it costs me an arm and a leg to pay for his education, I thank God I can still have a drink.
","[""Considering it costs me an arm and a leg to pay for his education I'm thankful I can afford to drink\n""]",1,"même si ça se coûter le œil de le tête , pour payer son étude , il remercier Dieu de pouvoir encore boire un coup .","['boire un coup', 'coûter le œil de le tête']",561
"Barbara a eu le coup de foudre en voyant une photo de toi dans People magasine
","Barbara fell in love at first sight when she saw a picture of you in People magazine.
",['Barbara fell enchanted vith you in a picture in People magazine\n'],1,Barbara avoir avoir le coup de foudre en voir un photo de lui dans People magasine,['coup de foudre'],552
"Meg disait à Markayla de ralentir, mais Markayla a eu un coup de foudre.
","Meg was telling Markayla to slow down, but Farbeyla fell in love at first sight.
","['Meg kept telling Markayla to slow down, but Markayla was head over heels.\n']",1,"Meg dire à Markayla de ralentir , mais Markayla avoir avoir un coup de foudre .","['coup de foudre', 'avoir un coup de foudre']",552
"Moi aussi. Mais on n'a pas eu de coup de foudre.
","So did I, but we didn't fall in love at first sight.
","[""So do I, but we didn't love each other at first either.\n""]",1,lui aussi . mais on ne avoir pas avoir un coup de foudre .,"['coup de foudre', 'avoir un coup de foudre']",552
"Avoir un coup de foudre, c'est sentir le véritable amour.
","To fall in love at first sight is to feel true love.
","['To experience love at first sight, is to feel true love.\n']",1,"avoir un coup de foudre , ce être sentir le véritable amour .","['coup de foudre', 'avoir un coup de foudre']",552
"C'est un coup de foudre. C'est inoffensif.
","It's love at first sight.
","[""It's a crush.It's harmless.\n""]",1,ce être un coup de foudre . ce être inoffensif .,['coup de foudre'],552
"J'ai eu un vrai coup de foudre.
","It was love at first sight.
",['It was love at first sight.\n'],1,il avoir avoir un vrai coup de foudre .,['coup de foudre'],552
"Tu as regardé ""Coup de foudre à Notting Hill"" pour moi?
","You watched Notting Hill Love for me?
",['You watched Notting Hill for me?\n'],1,"il avoir regarder "" coup de foudre à Notting Hill "" pour lui",['coup de foudre'],552
"Tu crois que cette fille, cette bombasse a vu Éric, elle a flashé, hop, coup de foudre.
","You think that girl, that bitch, saw Eric, she flashed, poof, love at first sight.
",['Really? You think that 25-year-old sex bomb saw Eric and suddenly fell in love with him?\n'],1,"de le croire que ce fille , ce bombasse avoir voir Éric , il avoir flasher , hop , coup de foudre .",['coup de foudre'],552
"Je n'ai pas eu de coup de foudre depuis Sean Cassidy.
","I haven't had a crush since Sean Cassidy.
","[""I haven't had a crush since Sean Cassidy. No way.\n""]",1,il ne avoir pas avoir un coup de foudre depuis Sean Cassidy .,"['coup de foudre', 'avoir un coup de foudre']",552
"Je sais pas, j'ai eu un coup de foudre.
","I don't know, I fell in love at first sight.
","[""I don't know, it was love at first sight.\n""]",1,"il savoir pas , il avoir avoir un coup de foudre .","['coup de foudre', 'avoir un coup de foudre']",552
"Et maintenant, une jeune femme qui va droit au but, ma sœur, Roberta Tubbs.
","And now, a young woman who gets right to the point, my sister, Roberta Tubbs.
","['And now, a young lady who goes to third base faster than Rickey Henderson my sister, Roberta Tubbs.\n']",1,"et maintenant , un jeune femme qui aller droit à le but , son sœur , Roberta Tubbs .",['aller droit à le but'],538
"Chéri, il vaut parfois mieux éviter d'aller droit au but.
","Honey, sometimes it's best not to cut to the chase.
","[""Honey, sometimes it's not the most perfect timing To get straight to the point.\n""]",1,"chéri , il valoir parfois mieux éviter de aller droit à le but .",['aller droit à le but'],538
"Insulte-les de hippies et va droit au but.
","Call them hippies and cut to the chase.
",['Just call someone a hippie and get to the point.\n'],1,Insulte-les de hippie et aller droit à le but .,['aller droit à le but'],538
"Rebecca, je... je vais aller droit au but.
","Rebecca, I'm... I'm gonna cut to the chase.
","['Becca, there is no easy way to say this...\n']",1,"Rebecca , il ... il aller aller droit à le but .",['aller droit à le but'],538
"J'en ai marre de jouer au chat et à la souris. J'ai Faith pour ça. Allons droit au but.
","I'm tired of playing cat and mouse, and I have Faith for that, so let's cut to the chase.
","[""'Cause you know I'm here to take that call\n""]",1,il en avoir marre de jouer à le chat et à le souris . il avoir Faith pour ça . aller droit à le but .,"['aller droit à le but', 'en avoir marre']",538
"Eh bien, tu es allé droit au but avec celle-la.
","Well, you got right to the point with that one.
","['Well, you walked right into that one.\n']",1,"eh bien , il être aller droit à le but avec celle-la .",['aller droit à le but'],538
"Tu me poses un lapin et tout ce que tu dis, c'est ""désolé"" ?
","You stand me up and all you say is ""sorry""?
","['You stood me up and your only explanation is ""sorry""?\n']",1,"il se poser un lapin et tout ce que il dire , ce être "" désolé "" ?",['poser un lapin'],412
"Tu poses un lapin à ta sœur ?
","Are you blowing your sister off?
",['Are you really standing up your sister for work?\n'],1,il poser un lapin à ta sœur ?,['poser un lapin'],412
"Ce serait comme poser un lapin à quelqu'un au bal de fin d'année.
","It'd be like standing someone up at the prom.
","[""It'd be like standing someone up for the prom.\n""]",1,ce être comme poser un lapin à quelqu'un à le bal de fin de année .,"[""poser un lapin à quelqu'un"", 'poser un lapin']",412
"Tu as posé un lapin à quelqu'un, récemmment ?
","Have you stood someone up recently?
",['You? Stand anyone up lately?\n'],1,"il avoir poser un lapin à quelqu'un , récemmment ?","[""poser un lapin à quelqu'un"", 'poser un lapin']",412
"Elle ne va plus jamais me reparler si je lui pose un lapin.
","She's never gonna talk to me again if I stand her up.
","[""She's never gonna talk to me again after standing her up.\n""]",1,il ne aller plus jamais se reparler si il lui poser un lapin .,['poser un lapin'],412
"Et pour la troisième fois d'affilée, tu m'as posé un lapin.
","And for the third time in a row, you stood me up.
","[""And that's the third time in a row you stood me up.\n""]",1,"et pour le troisième fois de affiler , il lui avoir poser un lapin .",['poser un lapin'],412
"Je t'ai posé un lapin.
","I stood you up.
","[""I stood you up. - It wasn't a date.\n""]",1,il lui avoir poser un lapin .,['poser un lapin'],412
"- Ethan, je suis en train de péter un câble à cause...
","- Ethan, I'm freaking out because...
","[""Ethan, I'm freaking out.\n""]",1,"- Ethan , il être en train de péter un câble à cause ...","['péter un câble', 'être en train de']",370
"Randy est en train de péter un câble là-bas dedans.
","Randy is freaking out in there.
","[""Randy's losing his brain in there.\n""]",1,Randy être en train de péter un câble là-bas dedans .,"['péter un câble', 'être en train de']",370
"C'est pas sa mère qui est en train de péter un câble.
","It's not his mother who's freaking out.
","[""It's not his mother who's gone around the bend.\n""]",1,ce être pas son mère qui être en train de péter un câble .,"['péter un câble', 'être en train de']",370
"Je vais péter un câble.
","I'm gonna lose it.
","[""I'm going to go out of my mind.\n""]",1,il aller péter un câble .,['péter un câble'],370
"Tous les clients m'en offrent un. Le soir, je pète un câble
","All the customers give me one, and at night, I freak out.
","[""Wherever I deliver mail, they offer me some, by evening I'm a wreck.\n""]",1,"tout le client lui en offrir un . le soir , il péter un câble",['péter un câble'],370
"Tu as pété un câble, détenue ?
","Are you out of your fucking mind, inmate?
","['- Are you out of your mind, inmate? - Hey.\n']",1,"il avoir péter un câble , détenir ?",['péter un câble'],370
"J'ai toujours peur que tu pètes un câble et que tu le tues...
","I'm always worried that you'll go crazy and kill him...
","[""I'm just scared of you going nuts and hurting Uncle Dee.\n""]",1,il avoir toujours peur que il péter un câble et que il le tuer ...,['péter un câble'],370
"Elle a pété un câble.
","She's out of control.
","[""She's kinda freakin' out.\n""]",1,il avoir péter un câble .,['péter un câble'],370
"Tu as dû quitter le pays parce que ton coloc s'envoyait en l'air ?
","You had to leave the country because your roommate was fucking?
","['Wait, wait. You had to leave the state because your roommate was having sex?\n']",1,il avoir devoir quitter le pays parce que son coloc se envoyer en le air ?,['se envoyer en le air'],336
"On ne va pas s'envoyer en l'air dans le lit de ma femme.
","We're not having sex in my wife's bed.
","[""I'm not gonna fuck you in my wife's bed.\n""]",1,on ne aller pas se envoyer en le air dans le lit de son femme .,['se envoyer en le air'],336
"Allez, Lois on pourrait s'envoyer en l'air dans le jardin ici.
","Come on, Lois, we could have sex in the backyard here.
","[""— Come on, Lois Let's get busy, maybe in the garden right here —\n""]",1,"aller , Lois on pouvoir se envoyer en le air dans le jardin ici .",['se envoyer en le air'],336
"Les gens adoreraient voir ces deux intellos s'envoyer en l'air.
","People would love to see those two nerds get laid.
",['Come on. People would love to see these two nerds get freaky.\n'],1,le gens adorer voir ce deux intello se envoyer en le air .,['se envoyer en le air'],336
"-On va s'envoyer en l'air!
","-We're gonna get laid!
","[""- We're gonna get laid!\n""]",1,on aller se envoyer en le air!,['se envoyer en le air'],336
"Il y a quelque chose qui cloche chez moi ?
","Is there something wrong with me?
",['Is there something wrong with me?\n'],1,il y avoir quelque chose qui cloche chez lui ?,['quelque chose qui cloche'],335
"- Je ne suis pas sûr. Il y a quelque chose qui cloche.
","Something's not right.
","[""-I'm not sure but... something doesn't add up.\n""]",1,- il ne être pas sûr . il y avoir quelque chose qui cloche .,['quelque chose qui cloche'],335
"Rick, il y a quelque chose qui cloche avec la radio.
","Rick, there's something wrong with the radio.
","[""Rick. Rick, there's something wrong with the radio.\n""]",1,"Rick , il y avoir quelque chose qui cloche avec le radio .",['quelque chose qui cloche'],335
"Armistead MAUPIN Ecrivain dans notre quotidien. Quand on est homo et qu'on n'en voit jamais le reflet dans les films, on se dit qu'il y a quelque chose qui cloche.
","When you're gay and you never see the reflection in the movies, you think there's something wrong.
","[""When you're gay... and don't see that reflected in any way ever in the movies... you began to feel that something truly is wrong.\n""]",1,"Armistead MAUPIN Ecrivain dans son quotidien . quand on être homo et que on ne en voir jamais le reflet dans le film , on se dire que il y avoir quelque chose qui cloche .",['quelque chose qui cloche'],335
"Pas qu'il y ait quelque chose qui cloche avec ton look.
","Not that there's anything wrong with your look.
","[""Not that there's a damn thing wrong with them.\n""]",1,pas que il y avoir quelque chose qui cloche avec son look .,['quelque chose qui cloche'],335
"Mon carburant à moi est parti en fumée.
","My fuel went up in smoke.
",['My own fuel went up in smoke.\n'],1,son carburant à lui être partir en fumée .,['partir en fumée'],300
"Les 180 millions, partis en fumée.
","The 180 million, up in smoke.
","['180 millions faded away, huh?\n']",1,"le 180 million , partir en fumée .",['partir en fumée'],300
"Sinon, je jure que ce petit Ewok va partir en fumée !
","Otherwise, I swear that little Ewok will go up in flames!
","['Swear to God, this little ewok is going up in flames!\n']",1,"sinon , il jurer que ce petit Ewok aller partir en fumée !",['partir en fumée'],300
"Il n'y a aucun plaisir à voir la fierté partir en fumée.
","There's no pleasure in watching pride go up in flames.
","['""I don\'t think so, no pride in what goes up in smoke""\n']",1,il ne y avoir aucun plaisir à voir le fierté partir en fumée .,['partir en fumée'],300
"- Tout partira en fumée, sauf la prison.
","- Everything but prison will go up in flames.
","['- Everything goes, except the jail.\n']",1,"- tout partir en fumée , sauf le prison .",['partir en fumée'],300
"On devrait jeter l'éponge. Quoi ?
","We should throw in the towel.
",['I think we should give up.\n'],1,on devoir jeter le éponge . quoi ?,['jeter le éponge'],229
"- Comment ça, vous jetez l'éponge ?
","- What do you mean, you're throwing in the towel?
","['- What? What do you mean, quitting?\n']",1,"- comment ça , il jeter le éponge ?",['jeter le éponge'],229
"Tu te planques ? Tu crois que je vais jeter l'éponge !
","You think I'm gonna throw in the towel?
","[""You think you've escaped?\n""]",1,il lui planque ? il croire que il aller jeter le éponge !,['jeter le éponge'],229
"Sa dernière tension est à 70, mais Bailey veut pas jeter l'éponge.
","His last blood pressure is 70, but Bailey won't throw in the towel.
","[""Her last systolic was in the 70s, but Bailey's not ready to throw in the towel yet.\n""]",1,"son dernier tension être à 70 , mais Bailey vouloir pas jeter le éponge .",['jeter le éponge'],229
"Le toebib a jeté l'éponge ae 6e roend.
","The doctor threw in the towel on the 6th floor.
",['The doctor threw in the towel in the sixth round.\n'],1,le toebib avoir jeter le éponge ae 6e roend .,['jeter le éponge'],229
"Si Colleen est partie sur un coup de tête, elle n'a pas emporté grand-chose.
","If Colleen left on a whim, she didn't take much with her.
","[""You know, if Colleen really did take off she didn't take much with her.\n""]",1,"si Colleen être partie sur un coup de tête , il ne avoir pas emporter grand-chose .",['sur un coup de tête'],223
"Écoute, je sais que c'est agaçant et même si on dirait que je fais ça sur un coup de tête, ce qui est le cas, il y a une raison à ma folie.
","Look, I know this is annoying and even though it sounds like I'm doing this on a whim, which I am, there's a reason for my insanity.
","[""Look, I know this is annoying and although it seems like I'm making this up on the fly, which I am, there's a method to my madness!\n""]",1,"écoute , il savoir que ce être agaçant et même si on dire que il faire ça sur un coup de tête , ce qui être le cas , il y avoir un raison à son folie .",['sur un coup de tête'],223
"Elle n'a pas juste attaqué Tom sur un coup de tête parce qu'elle vous a entendu vous disputer vous et votre femme.
","She didn't just attack Tom on a whim because she heard you and your wife fighting.
","[""She didn't just attack Tom out of an impulse because she overheard you and your wife argue.\n""]",1,il ne avoir pas juste attaquer Tom sur un coup de tête parce que il il avoir entendre il disputer il et son femme .,['sur un coup de tête'],223
"Ça se fait pas sur un coup de tête, réfléchis un peu.
","It's not something you do on a whim. Think about it.
","[""People don't do things like that. Just stop and think.\n""]",1,"ça se faire pas sur un coup de tête , réfléchir un peu .",['sur un coup de tête'],223
"On dirait bien que vous n'êtes pas venu ici sur un coup de tête.
","Looks like you didn't come here on a whim.
","[""I see that you didn't come see us out of some passing emotion.\n""]",1,on dire bien que il ne être pas venir ici sur un coup de tête .,['sur un coup de tête'],223
"Penses-tu vraiment que je vais tomber dans le panneau ?
","Do you really think I'm gonna fall for that?
",['You really think you can goad me into doing a trick like that?\n'],1,penser il vraiment que il aller tomber dans le panneau ?,['tomber dans le panneau'],202
"Il est tombé dans le panneau !
","He fell for it!
","[""Walked right into that one, didn't he?\n""]",1,il être tomber dans le panneau !,['tomber dans le panneau'],202
"Non, je ne vais pas tomber dans le panneau pour ça encore.
","No, I'm not falling for that again.
","[""No, I'm not falling for that again.\n""]",1,"non , il ne aller pas tomber dans le panneau pour ça encore .",['tomber dans le panneau'],202
"Je n'arrive pas à croire que tu es tombé dans le panneau du ""roi tourmenté"".
","I can't believe you fell for the tormented world sign.
","['I can\'t believe that you fell for the old ""king in trouble"" thing.\n']",1,"il ne arriver pas à croire que il être tomber dans le panneau de le "" roi tourmenter "" .",['tomber dans le panneau'],202
"Non, j'ai plaidé trop d'affaires pour tomber dans le panneau.
","No, I've pleaded too many cases to fall for it.
","[""No, I've been in far too many courtrooms to fall for that.\n""]",1,"non , il avoir plaider trop de affaire pour tomber dans le panneau .",['tomber dans le panneau'],202
"C'est elle tout craché.
","That's just like her.
",['Right there.\n'],1,ce être il tout cracher .,['tout cracher'],173
"Tout craché, oui.
","That's right.
",['Basically.\n'],1,"tout cracher , oui .",['tout cracher'],173
"Ça, c'est toi tout craché !
","That's just like you.
",['This is typical of you.\n'],1,"ça , ce être lui tout cracher !",['tout cracher'],173
"C'est moi tout craché.
","That's just like me.
","[""- Ah, well, that's me.\n""]",1,ce être lui tout cracher .,['tout cracher'],173
"- Je te tue. Son père tout craché !
","Just like his father!
","[""That's my boy!\n""]",1,- il lui tuer . son père tout cracher !,['tout cracher'],173
"- Vous êtes mal en point.
","- You're in bad shape.
","[""-You're hurt pretty bad.\n""]",1,- il être mal en point .,['être mal en point'],162
"C'est bien, à part votre plante qui est mal en point.
","That's good, except your plant's in bad shape.
","[""Looks pretty good, except your sweet potato's got the blight.\n""]",1,"ce être bien , à part son plante qui être mal en point .",['être mal en point'],162
"Le monstre est mal en point !
","The monster's in bad shape!
",['Mrs. Goforth is a dieing monster!\n'],1,le monstre être mal en point !,['être mal en point'],162
"Il était mal en point.
","He was in bad shape.
",['He was really messed up.\n'],1,il être mal en point .,['être mal en point'],162
"Votre patient est mal en point.
","Your patient is in bad shape.
",['You have a patient in distress.\n'],1,son patient être mal en point .,['être mal en point'],162
"Pour guérir mieux, plus vite. J'en ai ras le bol d'être ici quand mes amis sont là-bas. Je ne peux le dire à personne.
","I'm sick of being here when my friends are there.
","[""So I can get better fast, because I'm sick and tired of being here while my friends die over there, and I can't tell anyone that, because they won't get it.\n""]",1,"pour guérir mieux , plus vite . il en avoir raître le bol de être ici quand son ami être là-bas . il ne pouvoir le dire à personne .",['en avoir raître le bol'],159
"J'en ai ras-le bol d'être ici, je veux rentrer chez moi.
","I'm sick of being here, I want to go home.
","[""The fuck can... I'm tired of this shit. I want to go home\n""]",1,"il en avoir raître le bol de être ici , il vouloir rentrer chez lui .",['en avoir raître le bol'],159
"- Non. J'ai chaud et j'en ai ras le bol.
","No, I'm hot and I'm sick of it.
","[""I'm hot, and I'm fuckin' bored.\n""]",1,- non . il avoir chaud et il en avoir raître le bol .,['en avoir raître le bol'],159
"J'en ai ras le bol! Ho!
","I'm sick of it!
","[""I'm sick and tired of ...\n""]",1,il en avoir raître le bol! Ho!,['en avoir raître le bol'],159
"J'en ai ras le bol de ce travail.
","I'm sick of this job.
","[""I can't stand this job anymore.\n""]",1,il en avoir raître le bol de ce travail .,['en avoir raître le bol'],159
"Ça ferait un tabac.
","It'd be a big hit.
","[""I'm sure it'd be really popular.\n""]",1,ça faire un tabac .,['faire un tabac'],158
"Ça ferait un tabac !
","It'd be a big hit.
",['People would love it!\n'],1,ça faire un tabac !,['faire un tabac'],158
"Il a bossé un an et à son retour, il a fait un tabac.
","He worked for a year, and when he got back, he was a hit.
",['He just worked his ass off for a year. He come back. And he hit it big.\n'],1,"il avoir bosser un an et à son retour , il avoir faire un tabac .",['faire un tabac'],158
"Vous pourriez faire un tabac.
","You could be a hit.
",['You could be really big.\n'],1,il pouvoir faire un tabac .,['faire un tabac'],158
"Je ferais un tabac avec un car vidéo-mobile.
","I'd be a hit with a video camera car.
",['- I can get the jump on everybody if I get a remote.\n'],1,il faire un tabac avec un car vidéo-mobile .,['faire un tabac'],158
"Est-ce que tu me fais la tête?
","Are you mad at me?
",['Is this supposed to be the silent treatment?\n'],1,être ce que il se faire le tête ?,['faire le tête'],154
"Combien de temps vas-tu encore me faire la tête ?
","How much longer are you gonna be mad at me?
","['All right, how long are you gonna stay mad at me?\n']",1,combien de temps aller il encore se faire le tête ?,['faire le tête'],154
"Oui, c'est vrai, je pense que tu as fait la tête non stop de 1992 à 1994 peut-être.
","Yeah, that's right, I think you've been doing the nonstop head-to-head thing, maybe.
","[""Yes, right, I think you sulked nonstop from about 1992 to '94 maybe.\n""]",1,"oui , ce être vrai , il penser que il avoir faire le tête non stop de 1992 à 1994 peut-être .",['faire le tête'],154
"Tu as décidé de me faire la tête, c'est ça ?
","You decided to be mad at me, didn't you?
",['You are giving to me the silent treatment.\n'],1,"il avoir décider de se faire le tête , ce être ça ?",['faire le tête'],154
"Tu fais la tête.
","You're pouting.
","[""Now you're sulking.\n""]",1,il faire le tête .,['faire le tête'],154
"Je suis crevé, j'ai la dalle et la migraine !
","I'm tired, I'm starving and I have a headache!
","[""I don't know where the fuck we are and we don't have any water. I'm tired, I'm hungry, and I've got a headache.\n""]",1,"il être crever , il avoir le dalle et le migraine !","['avoir le dalle', 'être crever']",88
"Est-ce que je suis en train de me faire larguer ?
","Am I getting dumped?
",['Am I getting dumped?\n'],1,être ce que il être en train de se faire larguer ?,"['se faire larguer', 'être en train de']",75
"Votre relation est en train de tourner au vinaigre ?
","Your relationship is falling apart?
",['Has your relationship reached its inevitable ugly end?\n'],1,son relation être en train de tourner à le vinaigre ?,"['tourner à le vinaigre', 'être en train de']",54
"Elle doit être en train de faire la grasse matinée dans la chambre de Jake.
","She's probably sleeping late in Jake's room.
","[""Uh, gee, I guess she's probably still asleep in jake's room.\n""]",1,il devoir être en train de faire le gras matinée dans le chambre de Jake .,"['faire le gras matinée', 'être en train de']",52
"Tout ce que j'ai à faire, c'est crever la dalle une semaine... et je retrouverai la vie infernale que j'avais avant ?
","All I have to do is starve for a week... and I get back to the infernal life I used to have?
","['So all I gotta do is starve and be miserable for a week, then my life will go back to the normal hell it always was?\n']",1,"tout ce que il avoir à faire , ce être crever le dalle un semaine ... et il retrouver le vie infernal que il avoir avant ?","['crever le dalle', 'être crever']",41
"Tu crois qu'Elliot est en train de pleurer comme une madeleine ?
","You think Elliot's crying his eyes out?
","[""Do you think Elliot's somewhere right now, crying her eyes out?\n""]",1,de le croire que Elliot être en train de pleurer comme un madeleine ?,"['pleurer comme un madeleine', 'être en train de']",19
"La dernière fois que je vous ai vu... vous étiez en train de pleurer comme une madeleine.
","The last time I saw you... you were crying like a baby.
",['Have you come to talk about marriage?\n'],1,le dernier fois que il il avoir voir ... il être en train de pleurer comme un madeleine .,"['pleurer comme un madeleine', 'être en train de']",19
